datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_4
2006-12-16,3.0534747474747492,0.08818686868686862,236.24376262626276,13.082828282828302,0.0,1.378787878787879,12.43939393939394,37.073063973063974
2006-12-17,2.354486111111111,0.1569486111111107,240.08702777777793,9.999027777777764,1.4118055555555555,2.907638888888889,9.264583333333333,25.65740740740744
2006-12-18,1.5304347222222197,0.11235555555555532,241.23169444444474,6.421666666666658,0.7381944444444445,1.820138888888889,9.734722222222222,13.214189814814816
2006-12-19,1.157079166666667,0.10482083333333318,241.99931250000026,4.926388888888899,0.5826388888888889,5.279166666666667,4.303472222222222,9.119374999999998
2006-12-20,1.5456583333333327,0.11180416666666657,242.30806250000026,6.4673611111111065,0.0,1.8388888888888888,9.765972222222222,14.156111111111121
2006-12-21,1.1967277777777774,0.10030138888888887,241.03917361111073,5.046111111111111,1.2256944444444444,1.8694444444444445,7.261111111111111,9.589212962962966
2006-12-22,1.6259291666666662,0.1297958333333335,241.18454861111076,6.872916666666655,2.1881944444444446,0.24305555555555555,7.729861111111111,16.93770833333335
2006-12-23,3.3148513888888873,0.15379861111111118,240.13607638888902,14.028055555555559,1.8534722222222222,0.2951388888888889,10.22638888888889,42.87252314814816
2006-12-24,1.7708416666666715,0.10409722222222216,241.6874375000003,7.640416666666739,1.1826388888888888,3.529166666666667,4.785416666666666,20.016805555555557
2006-12-25,1.904944444444448,0.16686111111111102,243.3999305555553,7.951527777777767,4.597222222222222,1.3625,4.024305555555555,21.765046296296305
2006-12-26,2.7320208333333333,0.11465416666666653,241.6254375,11.347916666666674,0.7541666666666667,1.7590277777777779,10.402083333333334,32.618402777777774
2006-12-27,1.0616388888888892,0.12423750000000006,243.7673611111116,4.517499999999999,0.0,0.21805555555555556,4.844444444444444,12.631481481481512
2006-12-28,1.4393319444444443,0.1450527777777777,243.26833333333332,6.086250000000001,1.5326388888888889,3.06875,6.372222222222222,13.015254629629638
2006-12-29,2.2044388888888866,0.1363847222222224,240.87130555555564,9.271388888888861,0.8694444444444445,3.584722222222222,7.867361111111111,24.419120370370365
2006-12-30,1.9417416666666674,0.21676527777777757,240.5396874999997,8.300416666666642,2.1333333333333333,5.48125,8.691666666666666,16.056111111111143
2006-12-31,2.426525,0.10475833333333341,239.8965763888888,10.199583333333335,0.0,0.24097222222222223,4.5152777777777775,35.68583333333337
